threshold,FPR,TPR
0.3490343,0.6927374301675978,0.8553191489361702
0.34676117,0.6927374301675978,0.8581560283687943
0.34603682,0.6983240223463687,0.8581560283687943
0.34275225,0.6983240223463687,0.8609929078014185
0.33948523,0.7150837988826816,0.8609929078014185
0.33209106,0.7150837988826816,0.8709219858156029
0.33082208,0.7206703910614525,0.8709219858156029
0.32902506,0.7206703910614525,0.875177304964539
0.32856703,0.7262569832402235,0.875177304964539
0.32784486,0.7262569832402235,0.8765957446808511
0.32700056,0.7318435754189944,0.8765957446808511
0.323333,0.7318435754189944,0.8794326241134752
0.32239076,0.7374301675977654,0.8794326241134752
0.32232118,0.7374301675977654,0.8808510638297873
0.3183302,0.7430167597765364,0.8808510638297873
0.31695735,0.7430167597765364,0.8822695035460993
0.3162116,0.7486033519553073,0.8836879432624114
0.31572172,0.7486033519553073,0.8865248226950354
0.3127193,0.7486033519553073,0.8893617021276595
0.30402073,0.7486033519553073,0.8978723404255319
0.30146283,0.7541899441340782,0.8978723404255319
0.3011255,0.7541899441340782,0.8992907801418439
0.30090103,0.7597765363128491,0.8992907801418439
0.29787508,0.7597765363128491,0.900709219858156
0.29540166,0.776536312849162,0.900709219858156
0.29267576,0.776536312849162,0.902127659574468
0.291997,0.7821229050279329,0.902127659574468
0.2910197,0.7821229050279329,0.9035460992907801
0.28961214,0.7821229050279329,0.9063829787234042
0.2894032,0.7821229050279329,0.9092198581560283
0.28913864,0.7877094972067039,0.9120567375886525
0.28868836,0.7932960893854749,0.9120567375886525
0.28521073,0.7932960893854749,0.9163120567375886
0.28511375,0.7932960893854749,0.9191489361702128
0.28483054,0.7988826815642458,0.9191489361702128
0.28003427,0.8044692737430168,0.9205673758865248
0.27750495,0.8156424581005587,0.9219858156028369
0.2745176,0.8268156424581006,0.9219858156028369
0.27384102,0.8435754189944135,0.9234042553191489
0.27381673,0.8435754189944135,0.926241134751773
0.2713263,0.8435754189944135,0.9276595744680851
0.27116176,0.8491620111731844,0.9276595744680851
0.26809427,0.8491620111731844,0.9304964539007092
0.26740167,0.8491620111731844,0.9333333333333333
0.26458365,0.8547486033519553,0.9333333333333333
0.26168978,0.8547486033519553,0.9361702127659575
0.2565368,0.8659217877094972,0.9361702127659575
0.2563441,0.8659217877094972,0.9375886524822695
0.2558947,0.8659217877094972,0.9404255319148936
0.25186163,0.88268156424581,0.9404255319148936
0.25026402,0.88268156424581,0.9432624113475178
0.24995804,0.888268156424581,0.9432624113475178
0.24964449,0.888268156424581,0.9446808510638298
0.24749981,0.8938547486033519,0.9446808510638298
0.24577828,0.8938547486033519,0.9475177304964539
0.24473645,0.8994413407821229,0.948936170212766
0.24442045,0.8994413407821229,0.9517730496453901
0.244087,0.9106145251396648,0.9517730496453901
0.24265113,0.9106145251396648,0.9546099290780142
0.24158166,0.9106145251396648,0.9574468085106383
0.24122086,0.9162011173184358,0.9574468085106383
0.23703928,0.9162011173184358,0.9602836879432625
0.23332275,0.9162011173184358,0.9659574468085106
0.23268999,0.9273743016759777,0.9659574468085106
0.23023923,0.9273743016759777,0.9687943262411347
0.22928539,0.9329608938547486,0.9687943262411347
0.22757481,0.9329608938547486,0.9744680851063829
0.22354692,0.9329608938547486,0.9773049645390071
0.21875548,0.9329608938547486,0.9787234042553191
0.21843609,0.9385474860335196,0.9787234042553191
0.20650256,0.9385474860335196,0.9815602836879432
0.20620373,0.9385474860335196,0.9843971631205674
0.20517108,0.9385474860335196,0.9858156028368794
0.20427352,0.9385474860335196,0.9886524822695035
0.20222019,0.9553072625698324,0.9886524822695035
0.19773598,0.9553072625698324,0.9914893617021276
0.19294007,0.9664804469273743,0.9914893617021276
0.19246463,0.9664804469273743,0.9943262411347518
0.18703058,0.9720670391061452,0.9943262411347518
0.18596913,0.9720670391061452,0.9957446808510638
0.1747266,0.9832402234636871,0.9957446808510638
0.17176057,0.9888268156424581,0.9971631205673759
0.16202809,0.9888268156424581,1.0
0.13828653,1.0,1.0
